RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
960385,960385,2022-02-08 11:52:08.1239974,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2364,2792,DESKTOP-A8CALR3,1813,S-1-5-18,Process creation,DESKTOP-A8CALR3\user,,"ProcessID: 3792, ProcessGUID: 50a1b328-5968-6202-6202-000000000600",RuleName: -,"SHA1=F5EE89BB1E4A0B1C3C7F1E8D05D0677F2B2B5919,MD5=C32CA4ACFCC635EC1EA6ED8A34DF5FAC,SHA256=73A3C4AEF5DE385875339FC2EB7E58A9E8A47B6161BDC6436BF78A763537BE70,IMPHASH=194427A488ED1DD0A91731658B071667",ParentProcess: C:\Program Files (x86)\Dropbox\Client_141.4.3299\Dropbox.exe,"ParentProcessID: 612, ParentProcessGUID: 50a1b328-594a-6202-4d02-000000000600","ParentCommandLine: ""C:\Program Files (x86)\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files (x86)\Dropbox\Client"" /KillEveryone:YES /DBData:","C:\Windows\System32\WindowsPowerShell\v1.0\powershell ""Get-AppxPackage C27EB4BA.DropboxOEM | Remove-AppxPackage""",False,evtx-baseline\Logs_Client\Microsoft-Windows-Sysmon%4Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2022-02-08 11:52:08.106""},{""@Name"":""ProcessGuid"",""#text"":""50a1b328-5968-6202-6202-000000000600""},{""@Name"":""ProcessId"",""#text"":""3792""},{""@Name"":""Image"",""#text"":""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.546 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Windows PowerShell""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""PowerShell.EXE""},{""@Name"":""CommandLine"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell \""Get-AppxPackage C27EB4BA.DropboxOEM | Remove-AppxPackage\""""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Program Files (x86)\\Dropbox\\Client\\""},{""@Name"":""User"",""#text"":""DESKTOP-A8CALR3\\user""},{""@Name"":""LogonGuid"",""#text"":""50a1b328-23f5-6202-6b96-060000000000""},{""@Name"":""LogonId"",""#text"":""0x6966B""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""SHA1=F5EE89BB1E4A0B1C3C7F1E8D05D0677F2B2B5919,MD5=C32CA4ACFCC635EC1EA6ED8A34DF5FAC,SHA256=73A3C4AEF5DE385875339FC2EB7E58A9E8A47B6161BDC6436BF78A763537BE70,IMPHASH=194427A488ED1DD0A91731658B071667""},{""@Name"":""ParentProcessGuid"",""#text"":""50a1b328-594a-6202-4d02-000000000600""},{""@Name"":""ParentProcessId"",""#text"":""612""},{""@Name"":""ParentImage"",""#text"":""C:\\Program Files (x86)\\Dropbox\\Client_141.4.3299\\Dropbox.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Program Files (x86)\\Dropbox\\Client\\..\\Client_141.4.3299\\Dropbox.exe\"" /install /InstallType:MACHINE /InstallDir:\""C:\\Program Files (x86)\\Dropbox\\Client\"" /KillEveryone:YES /DBData:""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-A8CALR3\\user""}]}}"
