RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
960870,960870,2022-02-08 11:52:13.9410857,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,2364,2792,DESKTOP-A8CALR3,1822,S-1-5-18,Process creation,DESKTOP-A8CALR3\user,,"ProcessID: 5316, ProcessGUID: 50a1b328-596d-6202-6502-000000000600",RuleName: -,"SHA1=F43D9BB316E30AE1A3494AC5B0624F6BEA1BF054,MD5=04029E121A0CFA5991749937DD22A1D9,SHA256=9F914D42706FE215501044ACD85A32D58AAEF1419D404FDDFA5D3B48F66CCD9F,IMPHASH=7C955A0ABC747F57CCC4324480737EF7",ParentProcess: C:\Program Files (x86)\Dropbox\Client_141.4.3299\Dropbox.exe,"ParentProcessID: 612, ParentProcessGUID: 50a1b328-594a-6202-4d02-000000000600","ParentCommandLine: ""C:\Program Files (x86)\Dropbox\Client\..\Client_141.4.3299\Dropbox.exe"" /install /InstallType:MACHINE /InstallDir:""C:\Program Files (x86)\Dropbox\Client"" /KillEveryone:YES /DBData:","C:\Windows\System32\WindowsPowerShell\v1.0\powershell ""Get-AppxProvisionedPackage -Online | Where-Object DisplayName -In \""C27EB4BA.DropboxOEM\"" | Remove-ProvisionedAppxPackage -Online""",False,evtx-baseline\Logs_Client\Microsoft-Windows-Sysmon%4Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2022-02-08 11:52:13.931""},{""@Name"":""ProcessGuid"",""#text"":""50a1b328-596d-6202-6502-000000000600""},{""@Name"":""ProcessId"",""#text"":""5316""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.546 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Windows PowerShell""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""PowerShell.EXE""},{""@Name"":""CommandLine"",""#text"":""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell \""Get-AppxProvisionedPackage -Online | Where-Object DisplayName -In \\\""C27EB4BA.DropboxOEM\\\"" | Remove-ProvisionedAppxPackage -Online\""""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Program Files (x86)\\Dropbox\\Client\\""},{""@Name"":""User"",""#text"":""DESKTOP-A8CALR3\\user""},{""@Name"":""LogonGuid"",""#text"":""50a1b328-23f5-6202-6b96-060000000000""},{""@Name"":""LogonId"",""#text"":""0x6966B""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""SHA1=F43D9BB316E30AE1A3494AC5B0624F6BEA1BF054,MD5=04029E121A0CFA5991749937DD22A1D9,SHA256=9F914D42706FE215501044ACD85A32D58AAEF1419D404FDDFA5D3B48F66CCD9F,IMPHASH=7C955A0ABC747F57CCC4324480737EF7""},{""@Name"":""ParentProcessGuid"",""#text"":""50a1b328-594a-6202-4d02-000000000600""},{""@Name"":""ParentProcessId"",""#text"":""612""},{""@Name"":""ParentImage"",""#text"":""C:\\Program Files (x86)\\Dropbox\\Client_141.4.3299\\Dropbox.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Program Files (x86)\\Dropbox\\Client\\..\\Client_141.4.3299\\Dropbox.exe\"" /install /InstallType:MACHINE /InstallDir:\""C:\\Program Files (x86)\\Dropbox\\Client\"" /KillEveryone:YES /DBData:""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-A8CALR3\\user""}]}}"
