RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
64,295177,2021-11-03 08:35:58.8077764,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59AED5F""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
65,295197,2021-11-03 08:36:00.2707643,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59B0676""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
66,295217,2021-11-03 08:36:01.7249087,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59B21B0""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
67,295237,2021-11-03 08:36:03.1813658,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59B3B1E""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
68,295257,2021-11-03 08:36:04.6207936,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59B5449""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
69,295277,2021-11-03 08:36:06.0700809,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59B6D50""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
70,295297,2021-11-03 08:36:07.5388416,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59B86E5""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
71,295317,2021-11-03 08:36:09.0052006,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59BA008""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
72,295337,2021-11-03 08:36:10.4896490,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59BB8E8""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
73,295357,2021-11-03 08:36:11.9345541,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59BD1FB""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
74,295377,2021-11-03 08:36:13.3904832,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59BEAE7""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
75,295397,2021-11-03 08:36:14.8312941,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C039A""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
76,295417,2021-11-03 08:36:16.3013303,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C1D35""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
77,295437,2021-11-03 08:36:17.7616215,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C369C""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
78,295457,2021-11-03 08:36:19.2313930,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C4FA3""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
79,295493,2021-11-03 08:36:20.7008453,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C6899""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
80,295513,2021-11-03 08:36:22.1486195,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C8378""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
81,295533,2021-11-03 08:36:23.6017662,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,492,500,FS03.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.23.9:62426,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4417 | %%4418 | %%4419 | %%4420 | %%4423 | %%4424),AccessMask: Unknown code (0x12019F),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1569.002-Service execution\ID5145-service massive remote creation via named pipe - Tchopper.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x59C9D0E""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.23.9""},{""@Name"":""IpPort"",""#text"":""62426""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x12019F""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4417, %%4418, %%4419, %%4420, %%4423, %%4424, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
