RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
1,435110,2021-04-22 08:50:53.6144922,1102,Info,Microsoft-Windows-Eventlog,Security,704,2352,fs03vuln.offsec.lan,0,,Event log cleared,OFFSEC\admmig,,SID: (S-1-5-21-4230534742-2542757381-3142984815-1111),,,,,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",0x4020000000000000,0,"{""UserData"":{""LogFileCleared"":{""SubjectUserSid"":""S-1-5-21-4230534742-2542757381-3142984815-1111"",""SubjectUserName"":""admmig"",""SubjectDomainName"":""OFFSEC"",""SubjectLogonId"":""0x7424D""}}}"
2,435111,2021-04-22 08:51:04.6867637,4964,LogAlways,Microsoft-Windows-Security-Auditing,Security,480,2416,fs03vuln.offsec.lan,0,,,,,,,,,,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""FS03VULN$""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""TargetUserName"",""#text"":""admmig""},{""@Name"":""TargetDomainName"",""#text"":""OFFSEC""},{""@Name"":""TargetLogonId"",""#text"":""0x74872""},{""@Name"":""TargetLogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""SidList"",""#text"":"", %{S-1-5-21-4230534742-2542757381-3142984815-1613}""}]}}"
3,435112,2021-04-22 08:51:04.6867637,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,480,2416,fs03vuln.offsec.lan,0,,Administrative logon,OFFSEC\admmig (S-1-5-21-4230534742-2542757381-3142984815-1111),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege",LogonId: 0x74872,,,,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x74872""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege""}]}}"
4,435113,2021-04-22 08:51:04.6867637,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,480,2416,fs03vuln.offsec.lan,0,,Successful logon,-\-,0Konuy9q8HtkWeKS (10.23.123.11),Target: OFFSEC\admmig,LogonType 3,LogonId: 0x74872,AuthenticationPackageName: NTLM,"LogonProcessName: NtLmSsp ",,-,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""TargetUserName"",""#text"":""admmig""},{""@Name"":""TargetDomainName"",""#text"":""OFFSEC""},{""@Name"":""TargetLogonId"",""#text"":""0x74872""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""NtLmSsp ""},{""@Name"":""AuthenticationPackageName"",""#text"":""NTLM""},{""@Name"":""WorkstationName"",""#text"":""0Konuy9q8HtkWeKS""},{""@Name"":""LogonGuid"",""#text"":""00000000-0000-0000-0000-000000000000""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""NTLM V2""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""}]}}"
5,435114,2021-04-22 08:51:04.6867637,5140,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,1432,fs03vuln.offsec.lan,0,,A network share object was accessed,OFFSEC\admmig,10.23.123.11:41747,Share: \\*\IPC$ (),Sid: S-1-5-21-4230534742-2542757381-3142984815-1111,AccessList: ReadData (or ListDirectory),AccessMask: Unknown code (0x1),,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x74872""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""AccessList"",""#text"":""%%4416, ""}]}}"
6,435115,2021-04-22 08:51:04.6867637,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,480,488,fs03vuln.offsec.lan,0,,Network share object access,OFFSEC\admmig,10.23.123.11:41747,Share: \\*\IPC$ (),Object: netlogon,AccessList: Unknown code (%%1543 | %%4423),AccessMask: Unknown code (0x2000080),SID: S-1-5-21-4230534742-2542757381-3142984815-1111,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x74872""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""netlogon""},{""@Name"":""AccessMask"",""#text"":""0x2000080""},{""@Name"":""AccessList"",""#text"":""%%1543, %%4423, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
7,435116,2021-04-22 08:51:04.7806607,5140,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,1432,fs03vuln.offsec.lan,0,,A network share object was accessed,OFFSEC\FS03VULN$,10.23.123.11:41747,Share: \\*\ADMIN$ (\??\C:\Windows),Sid: S-1-5-18,AccessList: ReadData (or ListDirectory),AccessMask: Unknown code (0x1),,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""FS03VULN$""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ShareName"",""#text"":""\\\\*\\ADMIN$""},{""@Name"":""ShareLocalPath"",""#text"":""\\??\\C:\\Windows""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""AccessList"",""#text"":""%%4416, ""}]}}"
8,435117,2021-04-22 08:51:04.7806607,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,480,488,fs03vuln.offsec.lan,0,,Network share object access,OFFSEC\FS03VULN$,10.23.123.11:41747,Share: \\*\ADMIN$ (\??\C:\Windows),Object: System32\WindowsPowerShell\v1.0\powershell.exe,AccessList: Unknown code (%%1538 | %%1541 | %%4416 | %%4419 | %%4423),AccessMask: Unknown code (0x120089),SID: S-1-5-18,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""FS03VULN$""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ShareName"",""#text"":""\\\\*\\ADMIN$""},{""@Name"":""ShareLocalPath"",""#text"":""\\??\\C:\\Windows""},{""@Name"":""RelativeTargetName"",""#text"":""System32\\WindowsPowerShell\\v1.0\\powershell.exe""},{""@Name"":""AccessMask"",""#text"":""0x120089""},{""@Name"":""AccessList"",""#text"":""%%1538, %%1541, %%4416, %%4419, %%4423, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
9,435118,2021-04-22 08:51:04.7963003,5140,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,1432,fs03vuln.offsec.lan,0,,A network share object was accessed,OFFSEC\FS03VULN$,10.23.123.11:41747,Share: \\*\IPC$ (),Sid: S-1-5-18,AccessList: ReadData (or ListDirectory),AccessMask: Unknown code (0x1),,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""FS03VULN$""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""AccessList"",""#text"":""%%4416, ""}]}}"
10,435119,2021-04-22 08:51:04.7963003,5145,LogAlways,Microsoft-Windows-Security-Auditing,Security,480,488,fs03vuln.offsec.lan,0,,Network share object access,OFFSEC\FS03VULN$,10.23.123.11:41747,Share: \\*\IPC$ (),Object: svcctl,AccessList: Unknown code (%%1543 | %%4423),AccessMask: Unknown code (0x2000080),SID: S-1-5-18,,,False,"EVTX-to-MITRE-Attack\EVTX_full_APT_attack_steps\ID4624,4688,5140,5145-Eternal Romance - MS17_010_psexec (GLOBAL).evtx",Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""FS03VULN$""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""IpAddress"",""#text"":""10.23.123.11""},{""@Name"":""IpPort"",""#text"":""41747""},{""@Name"":""ShareName"",""#text"":""\\\\*\\IPC$""},{""@Name"":""ShareLocalPath""},{""@Name"":""RelativeTargetName"",""#text"":""svcctl""},{""@Name"":""AccessMask"",""#text"":""0x2000080""},{""@Name"":""AccessList"",""#text"":""%%1543, %%4423, ""},{""@Name"":""AccessReason"",""#text"":""-""}]}}"
