RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
29,70573,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:9EDE208D-0B09-4380-9C5F-585B915C08F6\nsession_server_principal_name:\nserver_principal_name:f\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'f'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
30,70574,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:C1D2FF74-20AA-45FD-80DA-0B39F8C53691\nsession_server_principal_name:\nserver_principal_name:d\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'd'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
31,70575,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:A7554E28-DF33-4640-8EA6-FF142596D6AB\nsession_server_principal_name:\nserver_principal_name:g\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'g'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
32,70576,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:AC6AD8F6-DD3B-4203-848A-3810DA4EFAF0\nsession_server_principal_name:\nserver_principal_name:f\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'f'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
33,70577,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5446231\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:6C5D8E9E-7736-4992-B041-BC4DFC22E7A2\nsession_server_principal_name:\nserver_principal_name:h\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'h'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
34,70578,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5602483\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:6F15FB04-94A4-47F1-89CF-59E5CC7FE8F4\nsession_server_principal_name:\nserver_principal_name:y\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'y'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
35,70579,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5602483\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:0A7385EC-C1DD-4AA0-8BEF-6D9DC4649186\nsession_server_principal_name:\nserver_principal_name:y\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'y'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
36,70580,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:C101A4C0-AE28-4775-90F5-24823E13A866\nsession_server_principal_name:\nserver_principal_name:w\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'w'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
37,70581,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:8BADBC2F-89D9-445C-8F5D-94DDD3392863\nsession_server_principal_name:\nserver_principal_name:e\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'e'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
38,70582,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:352821A5-71B0-47BC-BF56-4E4938489945\nsession_server_principal_name:\nserver_principal_name:e\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'e'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
39,70583,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:1C299D5E-2558-4182-AFB8-DB5008BE005B\nsession_server_principal_name:\nserver_principal_name:i\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'i'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
40,70584,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:4FBD3649-2C50-4286-A387-0D83439FDA9C\nsession_server_principal_name:\nserver_principal_name:pb\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'pb'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
41,70585,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:3D031439-06EF-4601-B7E2-73B18F88E58A\nsession_server_principal_name:\nserver_principal_name:pb\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'pb'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
42,70586,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:2E8815FE-ECE1-4F82-ACCF-BCFCCC8C4EEF\nsession_server_principal_name:\nserver_principal_name:pb\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'pb'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
43,70587,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:014F1286-CD06-41A2-BA2E-912791D7269A\nsession_server_principal_name:\nserver_principal_name:i\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'i'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
44,70588,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:3D3F61FD-F853-4F26-9313-89A874B0CF66\nsession_server_principal_name:\nserver_principal_name:y\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'y'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
45,70589,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:41B84B1B-0697-416A-AFA0-1E1B41414BFA\nsession_server_principal_name:\nserver_principal_name:w\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'w'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
46,70590,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.5758624\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:5A8FA5E6-4864-4447-8984-CB6BA7CCDB7D\nsession_server_principal_name:\nserver_principal_name:i\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'i'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
