RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
11,70555,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4196259\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:8A81BF64-04A7-4297-87FB-089865E4A2CF\nsession_server_principal_name:\nserver_principal_name:d\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'd'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
12,70556,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4196259\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:426BE4FC-F7D2-414A-923A-AA52E628F8F2\nsession_server_principal_name:\nserver_principal_name:q\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'q'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
13,70557,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4196259\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:D4AFDEAB-8240-4D05-A33C-972F93240B72\nsession_server_principal_name:\nserver_principal_name:admin-hacker\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'admin-hacker'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
14,70558,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4196259\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:CBB48A39-D507-4265-BDF4-DECFBB201894\nsession_server_principal_name:\nserver_principal_name:admin-hacker\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'admin-hacker'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
15,70559,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4196259\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:0798643E-71C9-4864-B04E-B2DD38CD3FC0\nsession_server_principal_name:\nserver_principal_name:sa\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'sa'. Reason: Password did not match that for the login provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;8&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
16,70560,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4196259\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:6E469848-32DF-45B0-B22E-0D7892D9D5D1\nsession_server_principal_name:\nserver_principal_name:sa\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'sa'. Reason: Password did not match that for the login provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;8&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
17,70561,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4821496\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:985D3415-9C90-4B20-A308-A0573BD57894\nsession_server_principal_name:\nserver_principal_name:d\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'd'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
18,70562,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:B05C049D-022D-43B2-B54D-4A150D12E64F\nsession_server_principal_name:\nserver_principal_name:h\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'h'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
19,70563,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:9ADFEFE2-520D-44B5-AC1D-F623651E07B1\nsession_server_principal_name:\nserver_principal_name:g\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'g'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
20,70564,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:BFCE97EF-9C9E-45DE-9F42-3A082E735CC0\nsession_server_principal_name:\nserver_principal_name:e\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'e'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
21,70565,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:C8576B8D-27D2-4DCD-BDB3-2B48B4CD3BC5\nsession_server_principal_name:\nserver_principal_name:e\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'e'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
22,70566,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:9C0EDE09-080C-40EA-8AFA-C6BEC6AF3464\nsession_server_principal_name:\nserver_principal_name:g\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'g'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
23,70567,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:3A9EB6C4-3CE4-4F68-A4C0-506E7A2978CE\nsession_server_principal_name:\nserver_principal_name:d\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'd'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
24,70568,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:1082B382-9CE3-4C0E-9CAD-1C38BFDA5987\nsession_server_principal_name:\nserver_principal_name:d\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'd'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
25,70569,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:8DF125C0-F28F-468D-9926-A864DDC853A9\nsession_server_principal_name:\nserver_principal_name:e\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'e'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
26,70570,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:17CCF30E-7D32-4A7B-8B8E-42B3D0225B50\nsession_server_principal_name:\nserver_principal_name:h\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'h'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
27,70571,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,0,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:DD56387C-750E-4173-9E74-7A68291414FD\nsession_server_principal_name:\nserver_principal_name:f\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'f'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
28,70572,2020-08-01 21:17:27.1115826,33205,LogAlways,MSSQL$RADAR,Application,0,0,mssql01.offsec.lan,1,,,,,,,,,,,,False,EVTX-to-MITRE-Attack\TA0006-Credential Access\T1110.xxx-Brut force\ID33205-SQL Server failed login with non existing accounts.evtx,0x90000000000000,0,"{""EventData"":{""Data"":""audit_schema_version:1\nevent_time:2020-08-01 21:17:24.4977492\nsequence_number:1\naction_id:LGIF\nsucceeded:false\nis_column_permission:false\nsession_id:0\nserver_principal_id:0\ndatabase_principal_id:0\ntarget_server_principal_id:0\ntarget_database_principal_id:0\nobject_id:0\nuser_defined_event_id:0\nclass_type:LX\npermission_bitmask:00000000000000000000000000000000\nsequence_group_id:AAF71BC4-0F71-446B-9005-88651CAD7DAE\nsession_server_principal_name:\nserver_principal_name:d\nserver_principal_sid:\ndatabase_principal_name:\ntarget_server_principal_name:\ntarget_server_principal_sid:\ntarget_database_principal_name:\nserver_instance_name:MSSQL01\\RADAR\ndatabase_name:\nschema_name:\nobject_name:\nstatement:Login failed for user 'd'. Reason: Could not find a login matching the name provided. [CLIENT: 10.23.123.11]\nadditional_information:&lt;action_info xmlns=\""http://schemas.microsoft.com/sqlserver/2008/sqlaudit_data\""&gt;&lt;pooled_connection&gt;0&lt;/pooled_connection&gt;&lt;error&gt;0x00004818&lt;/error&gt;&lt;state&gt;5&lt;/state&gt;&lt;address&gt;10.23.123.11&lt;/address&gt;&lt;/action_info&gt;\nuser_defined_information:\n"",""Binary"":""""}}"
