RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
1,1230348,2020-07-11 21:38:17.3514486,4698,LogAlways,Microsoft-Windows-Security-Auditing,Security,464,724,fs02.offsec.lan,0,,Scheduled Task created,OFFSEC\admmig,,TaskName: \smbservice,"TaskContent: &lt;?xml version=""1.0"" encoding=""UTF-16""?&gt;, &lt;Task version=""1.2"" xmlns=""http://schemas.microsoft.com/windows/2004/02/mit/task""&gt;,   &lt;RegistrationInfo&gt;,     &lt;Date&gt;2020-07-11T21:38:17&lt;/Date&gt;,     &lt;Author&gt;OFFSEC\lambda-user&lt;/Author&gt;,   &lt;/RegistrationInfo&gt;,   &lt;Triggers&gt;,     &lt;TimeTrigger&gt;,       &lt;StartBoundary&gt;2020-07-11T15:20:00&lt;/StartBoundary&gt;,       &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;/TimeTrigger&gt;,   &lt;/Triggers&gt;,   &lt;Settings&gt;,     &lt;MultipleInstancesPolicy&gt;IgnoreNew&lt;/MultipleInstancesPolicy&gt;,     &lt;DisallowStartIfOnBatteries&gt;true&lt;/DisallowStartIfOnBatteries&gt;,     &lt;StopIfGoingOnBatteries&gt;true&lt;/StopIfGoingOnBatteries&gt;,     &lt;AllowHardTerminate&gt;true&lt;/AllowHardTerminate&gt;,     &lt;StartWhenAvailable&gt;false&lt;/StartWhenAvailable&gt;,     &lt;RunOnlyIfNetworkAvailable&gt;false&lt;/RunOnlyIfNetworkAvailable&gt;,     &lt;IdleSettings&gt;,       &lt;Duration&gt;PT10M&lt;/Duration&gt;,       &lt;WaitTimeout&gt;PT1H&lt;/WaitTimeout&gt;,       &lt;StopOnIdleEnd&gt;true&lt;/StopOnIdleEnd&gt;,       &lt;RestartOnIdle&gt;false&lt;/RestartOnIdle&gt;,     &lt;/IdleSettings&gt;,     &lt;AllowStartOnDemand&gt;true&lt;/AllowStartOnDemand&gt;,     &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;Hidden&gt;false&lt;/Hidden&gt;,     &lt;RunOnlyIfIdle&gt;false&lt;/RunOnlyIfIdle&gt;,     &lt;WakeToRun&gt;false&lt;/WakeToRun&gt;,     &lt;ExecutionTimeLimit&gt;PT72H&lt;/ExecutionTimeLimit&gt;,     &lt;Priority&gt;7&lt;/Priority&gt;,   &lt;/Settings&gt;,   &lt;Actions Context=""Author""&gt;,     &lt;Exec&gt;,       &lt;Command&gt;C:\WINDOWS\Temp\MpCmdRun.bat&lt;/Command&gt;,     &lt;/Exec&gt;,   &lt;/Actions&gt;,   &lt;Principals&gt;,     &lt;Principal id=""Author""&gt;,       &lt;UserId&gt;S-1-5-18&lt;/UserId&gt;,       &lt;RunLevel&gt;LeastPrivilege&lt;/RunLevel&gt;,     &lt;/Principal&gt;,   &lt;/Principals&gt;, &lt;/Task&gt;",,,,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1053.005-Scheduled Task\ID4698-4699-Fast created & deleted task by SMBexec (sups. arg.).evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3246775""},{""@Name"":""TaskName"",""#text"":""\\smbservice""},{""@Name"":""TaskContent"",""#text"":""&lt;?xml version=\""1.0\"" encoding=\""UTF-16\""?&gt;, &lt;Task version=\""1.2\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\""&gt;,   &lt;RegistrationInfo&gt;,     &lt;Date&gt;2020-07-11T21:38:17&lt;/Date&gt;,     &lt;Author&gt;OFFSEC\\lambda-user&lt;/Author&gt;,   &lt;/RegistrationInfo&gt;,   &lt;Triggers&gt;,     &lt;TimeTrigger&gt;,       &lt;StartBoundary&gt;2020-07-11T15:20:00&lt;/StartBoundary&gt;,       &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;/TimeTrigger&gt;,   &lt;/Triggers&gt;,   &lt;Settings&gt;,     &lt;MultipleInstancesPolicy&gt;IgnoreNew&lt;/MultipleInstancesPolicy&gt;,     &lt;DisallowStartIfOnBatteries&gt;true&lt;/DisallowStartIfOnBatteries&gt;,     &lt;StopIfGoingOnBatteries&gt;true&lt;/StopIfGoingOnBatteries&gt;,     &lt;AllowHardTerminate&gt;true&lt;/AllowHardTerminate&gt;,     &lt;StartWhenAvailable&gt;false&lt;/StartWhenAvailable&gt;,     &lt;RunOnlyIfNetworkAvailable&gt;false&lt;/RunOnlyIfNetworkAvailable&gt;,     &lt;IdleSettings&gt;,       &lt;Duration&gt;PT10M&lt;/Duration&gt;,       &lt;WaitTimeout&gt;PT1H&lt;/WaitTimeout&gt;,       &lt;StopOnIdleEnd&gt;true&lt;/StopOnIdleEnd&gt;,       &lt;RestartOnIdle&gt;false&lt;/RestartOnIdle&gt;,     &lt;/IdleSettings&gt;,     &lt;AllowStartOnDemand&gt;true&lt;/AllowStartOnDemand&gt;,     &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;Hidden&gt;false&lt;/Hidden&gt;,     &lt;RunOnlyIfIdle&gt;false&lt;/RunOnlyIfIdle&gt;,     &lt;WakeToRun&gt;false&lt;/WakeToRun&gt;,     &lt;ExecutionTimeLimit&gt;PT72H&lt;/ExecutionTimeLimit&gt;,     &lt;Priority&gt;7&lt;/Priority&gt;,   &lt;/Settings&gt;,   &lt;Actions Context=\""Author\""&gt;,     &lt;Exec&gt;,       &lt;Command&gt;C:\\WINDOWS\\Temp\\MpCmdRun.bat&lt;/Command&gt;,     &lt;/Exec&gt;,   &lt;/Actions&gt;,   &lt;Principals&gt;,     &lt;Principal id=\""Author\""&gt;,       &lt;UserId&gt;S-1-5-18&lt;/UserId&gt;,       &lt;RunLevel&gt;LeastPrivilege&lt;/RunLevel&gt;,     &lt;/Principal&gt;,   &lt;/Principals&gt;, &lt;/Task&gt;""}]}}"
2,1230359,2020-07-11 21:38:17.4452024,4699,LogAlways,Microsoft-Windows-Security-Auditing,Security,464,992,fs02.offsec.lan,0,,Scheduled Task deleted,OFFSEC\admmig,,TaskName: \smbservice,"TaskContent: &lt;?xml version=""1.0"" encoding=""UTF-16""?&gt;, &lt;Task version=""1.2"" xmlns=""http://schemas.microsoft.com/windows/2004/02/mit/task""&gt;,   &lt;RegistrationInfo&gt;,     &lt;Date&gt;2020-07-11T21:38:17&lt;/Date&gt;,     &lt;Author&gt;OFFSEC\lambda-user&lt;/Author&gt;,   &lt;/RegistrationInfo&gt;,   &lt;Triggers&gt;,     &lt;TimeTrigger&gt;,       &lt;StartBoundary&gt;2020-07-11T15:20:00&lt;/StartBoundary&gt;,       &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;/TimeTrigger&gt;,   &lt;/Triggers&gt;,   &lt;Settings&gt;,     &lt;MultipleInstancesPolicy&gt;IgnoreNew&lt;/MultipleInstancesPolicy&gt;,     &lt;DisallowStartIfOnBatteries&gt;true&lt;/DisallowStartIfOnBatteries&gt;,     &lt;StopIfGoingOnBatteries&gt;true&lt;/StopIfGoingOnBatteries&gt;,     &lt;AllowHardTerminate&gt;true&lt;/AllowHardTerminate&gt;,     &lt;StartWhenAvailable&gt;false&lt;/StartWhenAvailable&gt;,     &lt;RunOnlyIfNetworkAvailable&gt;false&lt;/RunOnlyIfNetworkAvailable&gt;,     &lt;IdleSettings&gt;,       &lt;Duration&gt;PT10M&lt;/Duration&gt;,       &lt;WaitTimeout&gt;PT1H&lt;/WaitTimeout&gt;,       &lt;StopOnIdleEnd&gt;true&lt;/StopOnIdleEnd&gt;,       &lt;RestartOnIdle&gt;false&lt;/RestartOnIdle&gt;,     &lt;/IdleSettings&gt;,     &lt;AllowStartOnDemand&gt;true&lt;/AllowStartOnDemand&gt;,     &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;Hidden&gt;false&lt;/Hidden&gt;,     &lt;RunOnlyIfIdle&gt;false&lt;/RunOnlyIfIdle&gt;,     &lt;WakeToRun&gt;false&lt;/WakeToRun&gt;,     &lt;ExecutionTimeLimit&gt;PT72H&lt;/ExecutionTimeLimit&gt;,     &lt;Priority&gt;7&lt;/Priority&gt;,   &lt;/Settings&gt;,   &lt;Actions Context=""Author""&gt;,     &lt;Exec&gt;,       &lt;Command&gt;C:\WINDOWS\Temp\MpCmdRun.bat&lt;/Command&gt;,     &lt;/Exec&gt;,   &lt;/Actions&gt;,   &lt;Principals&gt;,     &lt;Principal id=""Author""&gt;,       &lt;UserId&gt;S-1-5-18&lt;/UserId&gt;,       &lt;RunLevel&gt;LeastPrivilege&lt;/RunLevel&gt;,     &lt;/Principal&gt;,   &lt;/Principals&gt;, &lt;/Task&gt;",,,,,,False,EVTX-to-MITRE-Attack\TA0002-Execution\T1053.005-Scheduled Task\ID4698-4699-Fast created & deleted task by SMBexec (sups. arg.).evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-4230534742-2542757381-3142984815-1111""},{""@Name"":""SubjectUserName"",""#text"":""admmig""},{""@Name"":""SubjectDomainName"",""#text"":""OFFSEC""},{""@Name"":""SubjectLogonId"",""#text"":""0x3246ACE""},{""@Name"":""TaskName"",""#text"":""\\smbservice""},{""@Name"":""TaskContent"",""#text"":""&lt;?xml version=\""1.0\"" encoding=\""UTF-16\""?&gt;, &lt;Task version=\""1.2\"" xmlns=\""http://schemas.microsoft.com/windows/2004/02/mit/task\""&gt;,   &lt;RegistrationInfo&gt;,     &lt;Date&gt;2020-07-11T21:38:17&lt;/Date&gt;,     &lt;Author&gt;OFFSEC\\lambda-user&lt;/Author&gt;,   &lt;/RegistrationInfo&gt;,   &lt;Triggers&gt;,     &lt;TimeTrigger&gt;,       &lt;StartBoundary&gt;2020-07-11T15:20:00&lt;/StartBoundary&gt;,       &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;/TimeTrigger&gt;,   &lt;/Triggers&gt;,   &lt;Settings&gt;,     &lt;MultipleInstancesPolicy&gt;IgnoreNew&lt;/MultipleInstancesPolicy&gt;,     &lt;DisallowStartIfOnBatteries&gt;true&lt;/DisallowStartIfOnBatteries&gt;,     &lt;StopIfGoingOnBatteries&gt;true&lt;/StopIfGoingOnBatteries&gt;,     &lt;AllowHardTerminate&gt;true&lt;/AllowHardTerminate&gt;,     &lt;StartWhenAvailable&gt;false&lt;/StartWhenAvailable&gt;,     &lt;RunOnlyIfNetworkAvailable&gt;false&lt;/RunOnlyIfNetworkAvailable&gt;,     &lt;IdleSettings&gt;,       &lt;Duration&gt;PT10M&lt;/Duration&gt;,       &lt;WaitTimeout&gt;PT1H&lt;/WaitTimeout&gt;,       &lt;StopOnIdleEnd&gt;true&lt;/StopOnIdleEnd&gt;,       &lt;RestartOnIdle&gt;false&lt;/RestartOnIdle&gt;,     &lt;/IdleSettings&gt;,     &lt;AllowStartOnDemand&gt;true&lt;/AllowStartOnDemand&gt;,     &lt;Enabled&gt;true&lt;/Enabled&gt;,     &lt;Hidden&gt;false&lt;/Hidden&gt;,     &lt;RunOnlyIfIdle&gt;false&lt;/RunOnlyIfIdle&gt;,     &lt;WakeToRun&gt;false&lt;/WakeToRun&gt;,     &lt;ExecutionTimeLimit&gt;PT72H&lt;/ExecutionTimeLimit&gt;,     &lt;Priority&gt;7&lt;/Priority&gt;,   &lt;/Settings&gt;,   &lt;Actions Context=\""Author\""&gt;,     &lt;Exec&gt;,       &lt;Command&gt;C:\\WINDOWS\\Temp\\MpCmdRun.bat&lt;/Command&gt;,     &lt;/Exec&gt;,   &lt;/Actions&gt;,   &lt;Principals&gt;,     &lt;Principal id=\""Author\""&gt;,       &lt;UserId&gt;S-1-5-18&lt;/UserId&gt;,       &lt;RunLevel&gt;LeastPrivilege&lt;/RunLevel&gt;,     &lt;/Principal&gt;,   &lt;/Principals&gt;, &lt;/Task&gt;""}]}}"
